week,season,team,win,rb,db,lb,dl,te,wr,p,ol,ls,qb,k,avg_snaps,out,age,win_perc,lag_win_perc
1,2013,Arizona Cardinals,0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,36.249857012125375,5.0,27.17,0.625,0.3125
2,2013,Arizona Cardinals,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,36.249857012125375,5.0,27.17,0.625,0.3125
3,2013,Arizona Cardinals,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,33.824470220639576,6.0,27.17,0.625,0.3125
4,2013,Arizona Cardinals,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,41.375396426005835,10.0,27.17,0.625,0.3125
5,2013,Arizona Cardinals,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,43.32883895810686,9.0,27.17,0.625,0.3125
6,2013,Arizona Cardinals,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,36.30461260089731,9.0,27.17,0.625,0.3125
7,2013,Arizona Cardinals,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,33.29866021994493,9.0,27.17,0.625,0.3125
8,2013,Arizona Cardinals,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,33.42607734231176,10.0,27.17,0.625,0.3125
10,2013,Arizona Cardinals,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,37.02980947228869,8.0,27.17,0.625,0.3125
11,2013,Arizona Cardinals,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,33.18031288100935,9.0,27.17,0.625,0.3125
12,2013,Arizona Cardinals,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,33.43824938894586,9.0,27.17,0.625,0.3125
13,2013,Arizona Cardinals,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,34.89295076102011,9.0,27.17,0.625,0.3125
14,2013,Arizona Cardinals,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,36.62934650932572,8.0,27.17,0.625,0.3125
15,2013,Arizona Cardinals,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,40.448616482081135,10.0,27.17,0.625,0.3125
16,2013,Arizona Cardinals,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,39.156683261193216,11.0,27.17,0.625,0.3125
17,2013,Arizona Cardinals,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,32.229600085645025,12.0,27.17,0.625,0.3125
1,2014,Arizona Cardinals,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.46048267724055,5.0,26.44,0.6875,0.625
2,2014,Arizona Cardinals,1,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,47.10343116361934,8.0,26.44,0.6875,0.625
3,2014,Arizona Cardinals,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,44.24572935490996,9.0,26.44,0.6875,0.625
5,2014,Arizona Cardinals,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45.17294097927163,7.0,26.44,0.6875,0.625
6,2014,Arizona Cardinals,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,36.40120068664359,11.0,26.44,0.6875,0.625
7,2014,Arizona Cardinals,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,39.44889380551261,10.0,26.44,0.6875,0.625
8,2014,Arizona Cardinals,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,40.28929069553578,8.0,26.44,0.6875,0.625
9,2014,Arizona Cardinals,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.11770218808162,8.0,26.44,0.6875,0.625
10,2014,Arizona Cardinals,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,39.11770218808162,8.0,26.44,0.6875,0.625
11,2014,Arizona Cardinals,1,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,45.722136223991065,8.0,26.44,0.6875,0.625
12,2014,Arizona Cardinals,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,45.591988001289735,10.0,26.44,0.6875,0.625
13,2014,Arizona Cardinals,0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,42.12396567174899,11.0,26.44,0.6875,0.625
14,2014,Arizona Cardinals,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,45.8299236990277,11.0,26.44,0.6875,0.625
15,2014,Arizona Cardinals,1,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,45.8299236990277,11.0,26.44,0.6875,0.625
16,2014,Arizona Cardinals,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,36.88495845094475,11.0,26.44,0.6875,0.625
17,2014,Arizona Cardinals,0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,39.73632586449523,12.0,26.44,0.6875,0.625
1,2015,Arizona Cardinals,1,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,33.95807322929171,4.0,26.63,0.8125,0.6875
2,2015,Arizona Cardinals,1,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.06137383767066,5.0,26.63,0.8125,0.6875
3,2015,Arizona Cardinals,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,30.115959679540367,6.0,26.63,0.8125,0.6875
4,2015,Arizona Cardinals,0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.96772304401987,5.0,26.63,0.8125,0.6875
5,2015,Arizona Cardinals,1,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,22.591009737228227,4.0,26.63,0.8125,0.6875
6,2015,Arizona Cardinals,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,30.17369127545198,7.0,26.63,0.8125,0.6875
7,2015,Arizona Cardinals,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.21721406091025,7.0,26.63,0.8125,0.6875
8,2015,Arizona Cardinals,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,31.7702894596193,10.0,26.63,0.8125,0.6875
10,2015,Arizona Cardinals,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3011924769908,5.0,26.63,0.8125,0.6875
11,2015,Arizona Cardinals,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,31.81651997204412,7.0,26.63,0.8125,0.6875
12,2015,Arizona Cardinals,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,34.032079636376196,9.0,26.63,0.8125,0.6875
13,2015,Arizona Cardinals,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,35.27476454299636,10.0,26.63,0.8125,0.6875
14,2015,Arizona Cardinals,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,35.35168986949991,11.0,26.63,0.8125,0.6875
15,2015,Arizona Cardinals,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,36.74322133277447,11.0,26.63,0.8125,0.6875
16,2015,Arizona Cardinals,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,33.16656447764291,9.0,26.63,0.8125,0.6875
17,2015,Arizona Cardinals,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.21231318333785,9.0,26.63,0.8125,0.6875
1,2016,Arizona Cardinals,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.69349230004968,6.0,25.96,0.4375,0.8125
2,2016,Arizona Cardinals,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,29.407536907536908,7.0,25.96,0.4375,0.8125
3,2016,Arizona Cardinals,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,40.86359337383927,7.0,25.96,0.4375,0.8125
4,2016,Arizona Cardinals,0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,27.37178820185984,8.0,25.96,0.4375,0.8125
5,2016,Arizona Cardinals,1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,37.0073878710079,8.0,25.96,0.4375,0.8125
6,2016,Arizona Cardinals,1,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,46.7603498211775,9.0,25.96,0.4375,0.8125
7,2016,Arizona Cardinals,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,35.527617484142446,10.0,25.96,0.4375,0.8125
8,2016,Arizona Cardinals,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,35.527617484142446,10.0,25.96,0.4375,0.8125
10,2016,Arizona Cardinals,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,40.07062848773633,13.0,25.96,0.4375,0.8125
11,2016,Arizona Cardinals,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,40.86569194617959,14.0,25.96,0.4375,0.8125
12,2016,Arizona Cardinals,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,34.22898071751713,13.0,25.96,0.4375,0.8125
13,2016,Arizona Cardinals,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,38.23533884258285,12.0,25.96,0.4375,0.8125
14,2016,Arizona Cardinals,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,36.28907768559729,13.0,25.96,0.4375,0.8125
15,2016,Arizona Cardinals,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,37.193824187930716,15.0,25.96,0.4375,0.8125
16,2016,Arizona Cardinals,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,39.32491149529554,16.0,25.96,0.4375,0.8125
17,2016,Arizona Cardinals,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,39.231744569886935,18.0,25.96,0.4375,0.8125
1,2017,Arizona Cardinals,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,22.635421280072467,7.0,27.04,0.5,0.4375
2,2017,Arizona Cardinals,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,31.930186091704016,12.0,27.04,0.5,0.4375
3,2017,Arizona Cardinals,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,29.892065321576492,11.0,27.04,0.5,0.4375
4,2017,Arizona Cardinals,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,28.842713473682846,9.0,27.04,0.5,0.4375
5,2017,Arizona Cardinals,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,30.864893739217784,10.0,27.04,0.5,0.4375
6,2017,Arizona Cardinals,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,25.868326219406637,11.0,27.04,0.5,0.4375
7,2017,Arizona Cardinals,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,26.577886114074566,10.0,27.04,0.5,0.4375
9,2017,Arizona Cardinals,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,28.6399668234572,12.0,27.04,0.5,0.4375
10,2017,Arizona Cardinals,0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,28.6399668234572,12.0,27.04,0.5,0.4375
11,2017,Arizona Cardinals,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,31.58930144047998,16.0,27.04,0.5,0.4375
12,2017,Arizona Cardinals,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,28.721553912782177,20.0,27.04,0.5,0.4375
13,2017,Arizona Cardinals,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,31.712957485714405,21.0,27.04,0.5,0.4375
14,2017,Arizona Cardinals,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,30.59797244860772,20.0,27.04,0.5,0.4375
15,2017,Arizona Cardinals,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,33.22363398702033,21.0,27.04,0.5,0.4375
16,2017,Arizona Cardinals,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,32.896025686396044,21.0,27.04,0.5,0.4375
17,2017,Arizona Cardinals,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,36.113147720637194,19.0,27.04,0.5,0.4375
1,2018,Arizona Cardinals,0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,30.52758158516849,8.0,25.91,0.1875,0.5
2,2018,Arizona Cardinals,0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,27.669967220355765,9.0,25.91,0.1875,0.5
3,2018,Arizona Cardinals,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,19.657617845117844,7.0,25.91,0.1875,0.5
4,2018,Arizona Cardinals,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.611363636363638,6.0,25.91,0.1875,0.5
5,2018,Arizona Cardinals,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.413437369082526,8.0,25.91,0.1875,0.5
6,2018,Arizona Cardinals,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,20.611363636363638,6.0,25.91,0.1875,0.5
7,2018,Arizona Cardinals,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.627279880937046,10.0,25.91,0.1875,0.5
8,2018,Arizona Cardinals,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.73385584465587,10.0,25.91,0.1875,0.5
10,2018,Arizona Cardinals,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,28.071395452896635,10.0,25.91,0.1875,0.5
11,2018,Arizona Cardinals,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,28.026368815434235,12.0,25.91,0.1875,0.5
12,2018,Arizona Cardinals,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,33.59262143399917,11.0,25.91,0.1875,0.5
13,2018,Arizona Cardinals,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,33.03691866948551,14.0,25.91,0.1875,0.5
14,2018,Arizona Cardinals,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,35.45162340308396,17.0,25.91,0.1875,0.5
15,2018,Arizona Cardinals,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,32.28703885385289,18.0,25.91,0.1875,0.5
16,2018,Arizona Cardinals,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,33.224264957618,19.0,25.91,0.1875,0.5
17,2018,Arizona Cardinals,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,33.59873338193073,21.0,25.91,0.1875,0.5
1,2019,Arizona Cardinals,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,35.84617935090319,9.0,25.83,0.3125,0.1875
2,2019,Arizona Cardinals,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,37.88557185208971,9.0,25.83,0.3125,0.1875
3,2019,Arizona Cardinals,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,33.1498753705785,10.0,25.83,0.3125,0.1875
4,2019,Arizona Cardinals,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,39.55697668458085,8.0,25.83,0.3125,0.1875
5,2019,Arizona Cardinals,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,42.313105424667924,12.0,25.83,0.3125,0.1875
6,2019,Arizona Cardinals,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,42.313105424667924,12.0,25.83,0.3125,0.1875
7,2019,Arizona Cardinals,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,39.90643875800126,12.0,25.83,0.3125,0.1875
8,2019,Arizona Cardinals,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,42.527356195758976,11.0,25.83,0.3125,0.1875
9,2019,Arizona Cardinals,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,39.865348642925056,13.0,25.83,0.3125,0.1875
10,2019,Arizona Cardinals,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,38.04395993588951,14.0,25.83,0.3125,0.1875
11,2019,Arizona Cardinals,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,38.81697685646821,13.0,25.83,0.3125,0.1875
13,2019,Arizona Cardinals,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,41.54313591707361,11.0,25.83,0.3125,0.1875
14,2019,Arizona Cardinals,0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,40.17453661108054,12.0,25.83,0.3125,0.1875
15,2019,Arizona Cardinals,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,39.59314426272966,13.0,25.83,0.3125,0.1875
16,2019,Arizona Cardinals,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,40.154365260399935,14.0,25.83,0.3125,0.1875
17,2019,Arizona Cardinals,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,39.164444263461085,15.0,25.83,0.3125,0.1875
1,2013,Atlanta Falcons,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,30.415948275862068,3.0,26.51,0.25,0.8125
2,2013,Atlanta Falcons,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,15.625,2.0,26.51,0.25,0.8125
3,2013,Atlanta Falcons,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,35.097712842712845,8.0,26.51,0.25,0.8125
4,2013,Atlanta Falcons,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,33.21885144548938,7.0,26.51,0.25,0.8125
5,2013,Atlanta Falcons,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,35.097712842712845,8.0,26.51,0.25,0.8125
7,2013,Atlanta Falcons,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,38.30160043228899,9.0,26.51,0.25,0.8125
8,2013,Atlanta Falcons,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,39.34743376562233,9.0,26.51,0.25,0.8125
9,2013,Atlanta Falcons,0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,37.20028205786681,7.0,26.51,0.25,0.8125
10,2013,Atlanta Falcons,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,35.102887205387205,7.0,26.51,0.25,0.8125
11,2013,Atlanta Falcons,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,33.85478920409771,7.0,26.51,0.25,0.8125
12,2013,Atlanta Falcons,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,33.85478920409771,7.0,26.51,0.25,0.8125
13,2013,Atlanta Falcons,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,35.672555555555554,6.0,26.51,0.25,0.8125
14,2013,Atlanta Falcons,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,35.672555555555554,6.0,26.51,0.25,0.8125
15,2013,Atlanta Falcons,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,37.11213030930422,8.0,26.51,0.25,0.8125
16,2013,Atlanta Falcons,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,29.10395111832612,9.0,26.51,0.25,0.8125
17,2013,Atlanta Falcons,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,35.20599193465265,9.0,26.51,0.25,0.8125
1,2014,Atlanta Falcons,1,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.08132257953687,7.0,26.61,0.375,0.25
2,2014,Atlanta Falcons,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.804917280575175,7.0,26.61,0.375,0.25
3,2014,Atlanta Falcons,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,37.06673708432183,7.0,26.61,0.375,0.25
4,2014,Atlanta Falcons,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,33.83637926887927,7.0,26.61,0.375,0.25
5,2014,Atlanta Falcons,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,39.728811458546076,9.0,26.61,0.375,0.25
6,2014,Atlanta Falcons,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,35.41955352101315,8.0,26.61,0.375,0.25
7,2014,Atlanta Falcons,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,35.41955352101315,8.0,26.61,0.375,0.25
8,2014,Atlanta Falcons,0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.89895451102282,9.0,26.61,0.375,0.25
10,2014,Atlanta Falcons,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.60379491281665,11.0,26.61,0.375,0.25
11,2014,Atlanta Falcons,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.60379491281665,11.0,26.61,0.375,0.25
12,2014,Atlanta Falcons,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,36.630813942498726,13.0,26.61,0.375,0.25
13,2014,Atlanta Falcons,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,36.65712811592049,13.0,26.61,0.375,0.25
14,2014,Atlanta Falcons,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.522039828858006,12.0,26.61,0.375,0.25
15,2014,Atlanta Falcons,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.11023858662199,12.0,26.61,0.375,0.25
16,2014,Atlanta Falcons,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.339218105127195,12.0,26.61,0.375,0.25
17,2014,Atlanta Falcons,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.37015133417307,11.0,26.61,0.375,0.25
1,2015,Atlanta Falcons,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.26045575108563,6.0,26.83,0.5,0.375
2,2015,Atlanta Falcons,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.16658841691792,6.0,26.83,0.5,0.375
3,2015,Atlanta Falcons,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,37.93625407041336,6.0,26.83,0.5,0.375
4,2015,Atlanta Falcons,1,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,40.77766649546311,7.0,26.83,0.5,0.375
5,2015,Atlanta Falcons,1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.656535131535136,5.0,26.83,0.5,0.375
6,2015,Atlanta Falcons,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38.40560193700381,6.0,26.83,0.5,0.375
7,2015,Atlanta Falcons,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.29076479076479,4.0,26.83,0.5,0.375
8,2015,Atlanta Falcons,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,37.08456757011105,6.0,26.83,0.5,0.375
9,2015,Atlanta Falcons,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,45.10884446816124,8.0,26.83,0.5,0.375
11,2015,Atlanta Falcons,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,35.77689712248536,5.0,26.83,0.5,0.375
12,2015,Atlanta Falcons,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,30.661767286767287,5.0,26.83,0.5,0.375
13,2015,Atlanta Falcons,0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,29.72125056410771,6.0,26.83,0.5,0.375
14,2015,Atlanta Falcons,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,31.150466460992778,6.0,26.83,0.5,0.375
15,2015,Atlanta Falcons,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,35.29335210422167,7.0,26.83,0.5,0.375
16,2015,Atlanta Falcons,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,35.81141018206236,9.0,26.83,0.5,0.375
17,2015,Atlanta Falcons,0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,34.18495768718881,9.0,26.83,0.5,0.375
1,2016,Atlanta Falcons,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.148366013071893,5.0,27.06,0.6875,0.5
