week,season,team,win,rb,db,lb,dl,te,wr,p,ol,ls,qb,k,avg_snaps,out,age,win_perc,lag_win_perc
12,2016,Denver Broncos,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,26.349937582528383,5.0,25.68,0.5625,0.75
13,2016,Denver Broncos,1,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,28.693697870820074,7.0,25.68,0.5625,0.75
14,2016,Denver Broncos,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,30.49970891337047,9.0,25.68,0.5625,0.75
15,2016,Denver Broncos,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,30.49970891337047,9.0,25.68,0.5625,0.75
16,2016,Denver Broncos,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,32.40425180640974,12.0,25.68,0.5625,0.75
17,2016,Denver Broncos,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,34.28872089853852,14.0,25.68,0.5625,0.75
1,2017,Denver Broncos,1,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,26.988314407730307,8.0,25.83,0.3125,0.5625
2,2017,Denver Broncos,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,27.98476760970075,8.0,25.83,0.3125,0.5625
3,2017,Denver Broncos,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,25.196671658488157,9.0,25.83,0.3125,0.5625
4,2017,Denver Broncos,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,27.04031704989688,8.0,25.83,0.3125,0.5625
6,2017,Denver Broncos,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,27.04031704989688,8.0,25.83,0.3125,0.5625
7,2017,Denver Broncos,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.240428583339455,12.0,25.83,0.3125,0.5625
8,2017,Denver Broncos,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.004522019334047,8.0,25.83,0.3125,0.5625
9,2017,Denver Broncos,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.004522019334047,8.0,25.83,0.3125,0.5625
10,2017,Denver Broncos,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.85514724310777,9.0,25.83,0.3125,0.5625
11,2017,Denver Broncos,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.813628825149294,10.0,25.83,0.3125,0.5625
12,2017,Denver Broncos,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,28.813628825149294,10.0,25.83,0.3125,0.5625
13,2017,Denver Broncos,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,36.66950542852793,10.0,25.83,0.3125,0.5625
14,2017,Denver Broncos,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,36.66950542852793,10.0,25.83,0.3125,0.5625
15,2017,Denver Broncos,1,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,36.66950542852793,10.0,25.83,0.3125,0.5625
16,2017,Denver Broncos,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,35.425468105310046,12.0,25.83,0.3125,0.5625
17,2017,Denver Broncos,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,35.425468105310046,12.0,25.83,0.3125,0.5625
1,2018,Denver Broncos,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,25.850206630563775,8.0,25.66,0.375,0.3125
2,2018,Denver Broncos,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,25.850206630563775,8.0,25.66,0.375,0.3125
3,2018,Denver Broncos,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,30.239929689558405,10.0,25.66,0.375,0.3125
4,2018,Denver Broncos,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,27.577264135076636,9.0,25.66,0.375,0.3125
5,2018,Denver Broncos,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,29.772191190351304,11.0,25.66,0.375,0.3125
6,2018,Denver Broncos,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,31.629984790508388,12.0,25.66,0.375,0.3125
7,2018,Denver Broncos,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,34.12253037096149,15.0,25.66,0.375,0.3125
8,2018,Denver Broncos,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,31.427483487896275,17.0,25.66,0.375,0.3125
9,2018,Denver Broncos,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,34.006391845428425,15.0,25.66,0.375,0.3125
11,2018,Denver Broncos,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,35.87514123575925,14.0,25.66,0.375,0.3125
12,2018,Denver Broncos,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,35.87514123575925,14.0,25.66,0.375,0.3125
13,2018,Denver Broncos,1,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,35.923945758805345,15.0,25.66,0.375,0.3125
14,2018,Denver Broncos,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,35.923945758805345,15.0,25.66,0.375,0.3125
15,2018,Denver Broncos,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,34.61603010275926,16.0,25.66,0.375,0.3125
16,2018,Denver Broncos,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,31.99582408635861,17.0,25.66,0.375,0.3125
17,2018,Denver Broncos,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,33.30514743703789,16.0,25.66,0.375,0.3125
1,2019,Denver Broncos,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,28.307419088847663,12.0,25.29,0.4375,0.375
2,2019,Denver Broncos,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,31.580833903581155,14.0,25.29,0.4375,0.375
3,2019,Denver Broncos,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,31.580833903581155,14.0,25.29,0.4375,0.375
4,2019,Denver Broncos,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,33.595528863793355,14.0,25.29,0.4375,0.375
5,2019,Denver Broncos,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,37.37430756007945,13.0,25.29,0.4375,0.375
6,2019,Denver Broncos,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,35.78361778636504,14.0,25.29,0.4375,0.375
7,2019,Denver Broncos,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,36.26558593522879,13.0,25.29,0.4375,0.375
8,2019,Denver Broncos,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,35.10228982273913,13.0,25.29,0.4375,0.375
9,2019,Denver Broncos,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,36.102501824805806,18.0,25.29,0.4375,0.375
11,2019,Denver Broncos,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,37.05234668588171,15.0,25.29,0.4375,0.375
12,2019,Denver Broncos,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,32.98838136658668,18.0,25.29,0.4375,0.375
13,2019,Denver Broncos,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,34.413200836918975,17.0,25.29,0.4375,0.375
14,2019,Denver Broncos,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,34.751587572025606,17.0,25.29,0.4375,0.375
15,2019,Denver Broncos,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,32.271677791962645,21.0,25.29,0.4375,0.375
16,2019,Denver Broncos,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,32.563169605574714,20.0,25.29,0.4375,0.375
17,2019,Denver Broncos,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,33.92206684868248,20.0,25.29,0.4375,0.375
1,2013,Detroit Lions,1,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21.4953125,4.0,26.73,0.4375,0.25
2,2013,Detroit Lions,0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,25.309381816288017,7.0,26.73,0.4375,0.25
3,2013,Detroit Lions,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,21.69995112790667,8.0,26.73,0.4375,0.25
4,2013,Detroit Lions,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,26.675660249152497,8.0,26.73,0.4375,0.25
5,2013,Detroit Lions,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,29.99078181003584,6.0,26.73,0.4375,0.25
6,2013,Detroit Lions,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,28.251106866241738,9.0,26.73,0.4375,0.25
7,2013,Detroit Lions,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,28.251106866241738,9.0,26.73,0.4375,0.25
8,2013,Detroit Lions,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,29.18464527816737,7.0,26.73,0.4375,0.25
10,2013,Detroit Lions,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,28.699241923360987,8.0,26.73,0.4375,0.25
11,2013,Detroit Lions,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,28.386980475086308,9.0,26.73,0.4375,0.25
12,2013,Detroit Lions,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,23.141353890427098,8.0,26.73,0.4375,0.25
13,2013,Detroit Lions,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,28.494470601302428,8.0,26.73,0.4375,0.25
14,2013,Detroit Lions,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,28.15863556238473,8.0,26.73,0.4375,0.25
15,2013,Detroit Lions,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,33.11846806858821,8.0,26.73,0.4375,0.25
16,2013,Detroit Lions,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,37.505597984282325,10.0,26.73,0.4375,0.25
17,2013,Detroit Lions,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,28.23668524673757,12.0,26.73,0.4375,0.25
1,2014,Detroit Lions,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,36.255627689024,4.0,26.8,0.6875,0.4375
2,2014,Detroit Lions,0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,33.87406736861051,5.0,26.8,0.6875,0.4375
3,2014,Detroit Lions,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,36.48060141521726,7.0,26.8,0.6875,0.4375
4,2014,Detroit Lions,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,33.90494569170565,9.0,26.8,0.6875,0.4375
5,2014,Detroit Lions,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,33.8727382736024,10.0,26.8,0.6875,0.4375
6,2014,Detroit Lions,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,32.495274894447405,8.0,26.8,0.6875,0.4375
7,2014,Detroit Lions,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,33.7075100339369,9.0,26.8,0.6875,0.4375
8,2014,Detroit Lions,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,35.26431981419422,11.0,26.8,0.6875,0.4375
10,2014,Detroit Lions,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,33.68205739350404,8.0,26.8,0.6875,0.4375
11,2014,Detroit Lions,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,35.983639619611665,8.0,26.8,0.6875,0.4375
12,2014,Detroit Lions,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,33.46869738039653,7.0,26.8,0.6875,0.4375
13,2014,Detroit Lions,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,36.92637037044859,8.0,26.8,0.6875,0.4375
14,2014,Detroit Lions,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,34.60864156745186,6.0,26.8,0.6875,0.4375
15,2014,Detroit Lions,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,32.6521275547103,7.0,26.8,0.6875,0.4375
16,2014,Detroit Lions,1,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,30.037278277038173,8.0,26.8,0.6875,0.4375
17,2014,Detroit Lions,0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,37.6610371422864,8.0,26.8,0.6875,0.4375
1,2015,Detroit Lions,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,26.448340874811464,3.0,26.53,0.4375,0.6875
2,2015,Detroit Lions,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,33.23331447963801,4.0,26.53,0.4375,0.6875
3,2015,Detroit Lions,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.664027149321264,3.0,26.53,0.4375,0.6875
4,2015,Detroit Lions,0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,32.837620835047304,5.0,26.53,0.4375,0.6875
5,2015,Detroit Lions,0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,26.994529292719466,5.0,26.53,0.4375,0.6875
6,2015,Detroit Lions,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.056833452014764,6.0,26.53,0.4375,0.6875
7,2015,Detroit Lions,0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,39.59981861067593,5.0,26.53,0.4375,0.6875
8,2015,Detroit Lions,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.99691898527005,4.0,26.53,0.4375,0.6875
10,2015,Detroit Lions,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,29.05508884732289,6.0,26.53,0.4375,0.6875
11,2015,Detroit Lions,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.312394054340004,7.0,26.53,0.4375,0.6875
12,2015,Detroit Lions,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,33.312394054340004,7.0,26.53,0.4375,0.6875
13,2015,Detroit Lions,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,35.79572758848293,9.0,26.53,0.4375,0.6875
14,2015,Detroit Lions,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,36.23297967989458,7.0,26.53,0.4375,0.6875
15,2015,Detroit Lions,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.9802785994624,7.0,26.53,0.4375,0.6875
16,2015,Detroit Lions,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,38.9802785994624,7.0,26.53,0.4375,0.6875
17,2015,Detroit Lions,1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,40.50848571651208,9.0,26.53,0.4375,0.6875
1,2016,Detroit Lions,1,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,41.919473297172736,8.0,26.47,0.5625,0.4375
2,2016,Detroit Lions,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,32.952799598712126,10.0,26.47,0.5625,0.4375
3,2016,Detroit Lions,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,34.551770828839274,11.0,26.47,0.5625,0.4375
4,2016,Detroit Lions,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,35.83663672922242,11.0,26.47,0.5625,0.4375
5,2016,Detroit Lions,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,37.07670939658436,11.0,26.47,0.5625,0.4375
6,2016,Detroit Lions,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,37.15620901667098,13.0,26.47,0.5625,0.4375
7,2016,Detroit Lions,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,35.41213099255446,14.0,26.47,0.5625,0.4375
8,2016,Detroit Lions,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,34.104690343369896,13.0,26.47,0.5625,0.4375
9,2016,Detroit Lions,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,36.81618245712039,10.0,26.47,0.5625,0.4375
11,2016,Detroit Lions,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,33.31280769024577,9.0,26.47,0.5625,0.4375
12,2016,Detroit Lions,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,32.58979868298804,10.0,26.47,0.5625,0.4375
13,2016,Detroit Lions,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,34.67387179520196,11.0,26.47,0.5625,0.4375
14,2016,Detroit Lions,1,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,32.75810341017772,12.0,26.47,0.5625,0.4375
15,2016,Detroit Lions,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,32.75810341017772,12.0,26.47,0.5625,0.4375
16,2016,Detroit Lions,0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,35.35643999336544,13.0,26.47,0.5625,0.4375
17,2016,Detroit Lions,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,31.408193182806187,13.0,26.47,0.5625,0.4375
1,2017,Detroit Lions,1,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,25.109424603174602,10.0,26.04,0.5625,0.5625
2,2017,Detroit Lions,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,21.24862012987013,12.0,26.04,0.5625,0.5625
3,2017,Detroit Lions,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,27.14713363780647,17.0,26.04,0.5625,0.5625
4,2017,Detroit Lions,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,26.99811131335945,17.0,26.04,0.5625,0.5625
5,2017,Detroit Lions,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,24.240562474989993,15.0,26.04,0.5625,0.5625
6,2017,Detroit Lions,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,25.90314182361955,20.0,26.04,0.5625,0.5625
8,2017,Detroit Lions,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,26.76542196174759,17.0,26.04,0.5625,0.5625
9,2017,Detroit Lions,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,26.654590548738234,19.0,26.04,0.5625,0.5625
10,2017,Detroit Lions,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,28.000494879753067,18.0,26.04,0.5625,0.5625
11,2017,Detroit Lions,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,25.148827113906655,17.0,26.04,0.5625,0.5625
12,2017,Detroit Lions,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,23.41194495714328,16.0,26.04,0.5625,0.5625
13,2017,Detroit Lions,0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,25.007873316042303,19.0,26.04,0.5625,0.5625
14,2017,Detroit Lions,1,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,25.797815293502467,18.0,26.04,0.5625,0.5625
15,2017,Detroit Lions,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,26.31556458573273,18.0,26.04,0.5625,0.5625
16,2017,Detroit Lions,0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,29.400240381201016,19.0,26.04,0.5625,0.5625
17,2017,Detroit Lions,1,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,28.769682230044545,18.0,26.04,0.5625,0.5625
1,2018,Detroit Lions,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,21.065211109338183,7.0,26.64,0.375,0.5625
2,2018,Detroit Lions,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,27.670312254936743,9.0,26.64,0.375,0.5625
3,2018,Detroit Lions,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,23.05307035896878,8.0,26.64,0.375,0.5625
4,2018,Detroit Lions,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.92013661633903,7.0,26.64,0.375,0.5625
5,2018,Detroit Lions,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,31.98581581308245,10.0,26.64,0.375,0.5625
7,2018,Detroit Lions,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.74542371747004,9.0,26.64,0.375,0.5625
8,2018,Detroit Lions,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.74542371747004,9.0,26.64,0.375,0.5625
9,2018,Detroit Lions,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.336692223852083,7.0,26.64,0.375,0.5625
10,2018,Detroit Lions,0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,34.48656451812905,11.0,26.64,0.375,0.5625
11,2018,Detroit Lions,1,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.150109059958254,7.0,26.64,0.375,0.5625
12,2018,Detroit Lions,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,30.22376901141248,8.0,26.64,0.375,0.5625
13,2018,Detroit Lions,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,25.01227056401543,10.0,26.64,0.375,0.5625
14,2018,Detroit Lions,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,28.173869748713958,12.0,26.64,0.375,0.5625
15,2018,Detroit Lions,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,32.89089147089573,14.0,26.64,0.375,0.5625
16,2018,Detroit Lions,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,32.12982371976828,10.0,26.64,0.375,0.5625
17,2018,Detroit Lions,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,35.482745455855515,16.0,26.64,0.375,0.5625
1,2019,Detroit Lions,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.09413956639566,6.0,25.81,0.25,0.375
2,2019,Detroit Lions,1,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,37.31965209587161,7.0,25.81,0.25,0.375
3,2019,Detroit Lions,1,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,31.87291666666667,4.0,25.81,0.25,0.375
4,2019,Detroit Lions,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,38.89807152137035,7.0,25.81,0.25,0.375
6,2019,Detroit Lions,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.259550147492625,6.0,25.81,0.25,0.375
7,2019,Detroit Lions,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32.259550147492625,6.0,25.81,0.25,0.375
8,2019,Detroit Lions,1,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.88014222844105,7.0,25.81,0.25,0.375
9,2019,Detroit Lions,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,33.7228710427248,9.0,25.81,0.25,0.375
10,2019,Detroit Lions,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,34.93822765357248,10.0,25.81,0.25,0.375
11,2019,Detroit Lions,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,39.10851058925493,9.0,25.81,0.25,0.375
12,2019,Detroit Lions,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,40.090214224807916,12.0,25.81,0.25,0.375
13,2019,Detroit Lions,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,31.391939066148925,11.0,25.81,0.25,0.375
14,2019,Detroit Lions,0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,31.73300059558275,12.0,25.81,0.25,0.375
15,2019,Detroit Lions,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,34.98450471812449,15.0,25.81,0.25,0.375
16,2019,Detroit Lions,0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,37.695830223744636,15.0,25.81,0.25,0.375
